"Land","Geschlecht","count","Jahr"
"ALB","Men",1,2000
"ALG","Men",16,2000
"AND","Men",1,2000
"ANG","Men",1,2000
"ANT","Men",1,2000
"ARG","Men",6,2000
"ARM","Men",2,2000
"ARU","Men",1,2000
"ASA","Men",1,2000
"AUS","Men",42,2000
"AUT","Men",6,2000
"AZE","Men",3,2000
"BAH","Men",10,2000
"BAN","Men",1,2000
"BAR","Men",6,2000
"BDI","Men",5,2000
"BEL","Men",6,2000
"BEN","Men",1,2000
"BER","Men",1,2000
"BIH","Men",3,2000
"BIR","Men",0,2000
"BIZ","Men",1,2000
"BLR","Men",14,2000
"BOL","Men",1,2000
"BOT","Men",6,2000
"BRA","Men",15,2000
"BRN","Men",1,2000
"BRU","Men",1,2000
"BUL","Men",9,2000
"BUR","Men",1,2000
"CAF","Men",1,2000
"CAM","Men",1,2000
"CAN","Men",22,2000
"CAY","Men",1,2000
"CGO","Men",1,2000
"CHA","Men",1,2000
"CHI","Men",6,2000
"CHN","Men",6,2000
"CIV","Men",4,2000
"CMR","Men",4,2000
"COD","Men",1,2000
"COK","Men",1,2000
"COL","Men",3,2000
"COM","Men",1,2000
"CPV","Men",1,2000
"CRC","Men",1,2000
"CRO","Men",12,2000
"CUB","Men",19,2000
"CUR","Men",0,2000
"CYP","Men",9,2000
"CZE","Men",13,2000
"DEN","Men",3,2000
"DJI","Men",1,2000
"DMA","Men",1,2000
"DOM","Men",2,2000
"ECU","Men",2,2000
"EGY","Men",2,2000
"ERI","Men",2,2000
"ESA","Men",1,2000
"ESP","Men",34,2000
"EST","Men",5,2000
"ETH","Men",13,2000
"EUN","Men",0,2000
"FIJ","Men",1,2000
"FIN","Men",13,2000
"FRA","Men",34,2000
"FRG","Men",0,2000
"FSM","Men",1,2000
"GAB","Men",1,2000
"GAM","Men",1,2000
"GBR","Men",44,2000
"GBS","Men",1,2000
"GDR","Men",0,2000
"GEO","Men",1,2000
"GEQ","Men",1,2000
"GER","Men",34,2000
"GHA","Men",12,2000
"GRE","Men",23,2000
"GRN","Men",1,2000
"GUA","Men",6,2000
"GUI","Men",1,2000
"GUM","Men",1,2000
"GUY","Men",3,2000
"HAI","Men",2,2000
"HKG","Men",4,2000
"HON","Men",0,2000
"HUN","Men",24,2000
"ICP","Men",0,2000
"INA","Men",4,2000
"IND","Men",12,2000
"IOA","Men",1,2000
"IRI","Men",1,2000
"IRL","Men",20,2000
"IRQ","Men",1,2000
"ISL","Men",2,2000
"ISR","Men",8,2000
"ISV","Men",1,2000
"ITA","Men",30,2000
"IVB","Men",1,2000
"JAM","Men",20,2000
"JOR","Men",1,2000
"JPN","Men",28,2000
"KAZ","Men",9,2000
"KEN","Men",27,2000
"KGZ","Men",3,2000
"KIR","Men",0,2000
"KOR","Men",9,2000
"KSA","Men",11,2000
"KUW","Men",4,2000
"LAN","Men",0,2000
"LAO","Men",1,2000
"LAT","Men",8,2000
"LBA","Men",1,2000
"LBR","Men",6,2000
"LCA","Men",2,2000
"LES","Men",1,2000
"LIB","Men",1,2000
"LIE","Men",0,2000
"LTU","Men",8,2000
"LUX","Men",0,2000
"MAD","Men",3,2000
"MAR","Men",17,2000
"MAS","Men",1,2000
"MAW","Men",1,2000
"MDA","Men",8,2000
"MDV","Men",1,2000
"MEX","Men",15,2000
"MGL","Men",1,2000
"MHL","Men",0,2000
"MKD","Men",1,2000
"MLI","Men",1,2000
"MLT","Men",1,2000
"MNE","Men",0,2000
"MON","Men",0,2000
"MOZ","Men",1,2000
"MRI","Men",5,2000
"MTN","Men",1,2000
"MYA","Men",1,2000
"NAM","Men",5,2000
"NCA","Men",0,2000
"NED","Men",7,2000
"NEP","Men",1,2000
"NGR","Men",14,2000
"NIG","Men",1,2000
"NOR","Men",8,2000
"NZL","Men",4,2000
"OMA","Men",4,2000
"PAK","Men",1,2000
"PAN","Men",1,2000
"PAR","Men",1,2000
"PER","Men",1,2000
"PHI","Men",1,2000
"PLE","Men",1,2000
"PLW","Men",1,2000
"PNG","Men",1,2000
"POL","Men",22,2000
"POR","Men",15,2000
"PRK","Men",3,2000
"PRY","Men",0,2000
"PUR","Men",4,2000
"QAT","Men",12,2000
"ROU","Men",6,2000
"RSA","Men",18,2000
"RUS","Men",48,2000
"RWA","Men",2,2000
"SAM","Men",0,2000
"SCG","Men",0,2000
"SEN","Men",4,2000
"SEY","Men",1,2000
"SIN","Men",0,2000
"SKN","Men",1,2000
"SLE","Men",1,2000
"SLO","Men",11,2000
"SMR","Men",1,2000
"SOL","Men",1,2000
"SOM","Men",1,2000
"SRB","Men",0,2000
"SRI","Men",7,2000
"SSD","Men",0,2000
"STP","Men",1,2000
"SUD","Men",1,2000
"SUI","Men",9,2000
"SUR","Men",1,2000
"SVK","Men",15,2000
"SWE","Men",10,2000
"SWZ","Men",1,2000
"SYR","Men",2,2000
"TAN","Men",3,2000
"TCH","Men",0,2000
"TGA","Men",1,2000
"THA","Men",8,2000
"TJK","Men",1,2000
"TKM","Men",1,2000
"TLS","Men",0,2000
"TOG","Men",1,2000
"TPE","Men",1,2000
"TTO","Men",12,2000
"TUN","Men",6,2000
"TUR","Men",1,2000
"TUV","Men",0,2000
"UAE","Men",1,2000
"UGA","Men",4,2000
"UKR","Men",27,2000
"URS","Men",0,2000
"URU","Men",2,2000
"USA","Men",65,2000
"UZB","Men",13,2000
"VAN","Men",1,2000
"VEN","Men",6,2000
"VIE","Men",1,2000
"VIN","Men",1,2000
"YAR","Men",0,2000
"YEM","Men",1,2000
"YUG","Men",15,2000
"ZAI","Men",0,2000
"ZAM","Men",3,2000
"ZIM","Men",6,2000
"AFG","Women",0,2000
"AHO","Women",1,2000
"ALB","Women",1,2000
"ALG","Women",5,2000
"AND","Women",1,2000
"ANG","Women",1,2000
"ANT","Women",1,2000
"ARG","Women",5,2000
"ARM","Women",1,2000
"ARU","Women",1,2000
"ASA","Women",1,2000
"AUS","Women",40,2000
"AUT","Women",6,2000
"AZE","Women",1,2000
"BAH","Women",9,2000
"BAN","Women",1,2000
"BAR","Women",5,2000
"BDI","Women",1,2000
"BEL","Women",3,2000
"BEN","Women",1,2000
"BER","Women",0,2000
"BIH","Women",1,2000
"BIR","Women",0,2000
"BIZ","Women",1,2000
"BLR","Women",17,2000
"BOL","Women",1,2000
"BOT","Women",0,2000
"BRA","Women",3,2000
"BRN","Women",1,2000
"BRU","Women",0,2000
"BUL","Women",13,2000
"BUR","Women",1,2000
"CAF","Women",1,2000
"CAM","Women",1,2000
"CAN","Women",14,2000
"CAY","Women",1,2000
"CGO","Women",1,2000
"CHA","Women",1,2000
"CHI","Women",1,2000
"CHN","Women",20,2000
"CIV","Women",4,2000
"CMR","Women",7,2000
"COD","Women",1,2000
"COK","Women",0,2000
"COL","Women",8,2000
"COM","Women",1,2000
"CPV","Women",1,2000
"CRC","Women",0,2000
"CRO","Women",3,2000
"CUB","Women",14,2000
"CUR","Women",0,2000
"CYP","Women",1,2000
"CZE","Women",11,2000
"DEN","Women",1,2000
"DJI","Women",1,2000
"DMA","Women",1,2000
"DOM","Women",0,2000
"ECU","Women",1,2000
"EGY","Women",0,2000
"ERI","Women",1,2000
"ESA","Women",1,2000
"ESP","Women",24,2000
"EST","Women",0,2000
"ETH","Women",11,2000
"EUN","Women",0,2000
"FIJ","Women",0,2000
"FIN","Women",10,2000
"FRA","Women",19,2000
"FRG","Women",0,2000
"FSM","Women",1,2000
"GAB","Women",1,2000
"GAM","Women",1,2000
"GBR","Women",28,2000
"GBS","Women",1,2000
"GDR","Women",0,2000
"GEO","Women",1,2000
"GEQ","Women",1,2000
"GER","Women",30,2000
"GHA","Women",6,2000
"GRE","Women",20,2000
"GRN","Women",1,2000
"GUA","Women",1,2000
"GUI","Women",1,2000
"GUM","Women",1,2000
"GUY","Women",1,2000
"HAI","Women",1,2000
"HKG","Women",1,2000
"HON","Women",1,2000
"HUN","Women",13,2000
"ICP","Women",0,2000
"INA","Women",1,2000
"IND","Women",12,2000
"IOA","Women",1,2000
"IRI","Women",0,2000
"IRL","Women",12,2000
"IRQ","Women",1,2000
"ISL","Women",4,2000
"ISR","Women",0,2000
"ISV","Women",2,2000
"ITA","Women",17,2000
"IVB","Women",0,2000
"JAM","Women",23,2000
"JOR","Women",1,2000
"JPN","Women",12,2000
"KAZ","Women",16,2000
"KEN","Women",9,2000
"KGZ","Women",5,2000
"KIR","Women",0,2000
"KOR","Women",4,2000
"KSA","Women",0,2000
"KUW","Women",0,2000
"LAN","Women",0,2000
"LAO","Women",1,2000
"LAT","Women",9,2000
"LBA","Women",0,2000
"LBR","Women",2,2000
"LCA","Women",1,2000
"LES","Women",1,2000
"LIB","Women",1,2000
"LIE","Women",0,2000
"LTU","Women",10,2000
"LUX","Women",0,2000
"MAD","Women",4,2000
"MAR","Women",7,2000
"MAS","Women",1,2000
"MAW","Women",1,2000
"MDA","Women",3,2000
"MDV","Women",1,2000
"MEX","Women",7,2000
"MGL","Women",1,2000
"MHL","Women",0,2000
"MKD","Women",1,2000
"MLI","Women",1,2000
"MLT","Women",1,2000
"MNE","Women",0,2000
"MON","Women",0,2000
"MOZ","Women",1,2000
"MRI","Women",1,2000
"MTN","Women",1,2000
"MYA","Women",1,2000
"NAM","Women",1,2000
"NCA","Women",1,2000
"NED","Women",2,2000
"NEP","Women",1,2000
"NGR","Women",14,2000
"NIG","Women",1,2000
"NOR","Women",4,2000
"NZL","Women",4,2000
"OMA","Women",0,2000
"PAK","Women",1,2000
"PAN","Women",0,2000
"PAR","Women",1,2000
"PER","Women",1,2000
"PHI","Women",1,2000
"PLE","Women",0,2000
"PLW","Women",1,2000
"PNG","Women",1,2000
"POL","Women",13,2000
"POR","Women",6,2000
"PRK","Women",3,2000
"PRY","Women",0,2000
"PUR","Women",4,2000
"QAT","Women",0,2000
"ROU","Women",17,2000
"RSA","Women",5,2000
"RUS","Women",61,2000
"RWA","Women",1,2000
"SAM","Women",0,2000
"SCG","Women",0,2000
"SEN","Women",5,2000
"SEY","Women",1,2000
"SIN","Women",0,2000
"SKN","Women",1,2000
"SLE","Women",1,2000
"SLO","Women",8,2000
"SMR","Women",0,2000
"SOL","Women",1,2000
"SOM","Women",1,2000
"SRB","Women",0,2000
"SRI","Women",6,2000
"SSD","Women",0,2000
"STP","Women",1,2000
"SUD","Women",1,2000
"SUI","Women",4,2000
"SUR","Women",1,2000
"SVK","Women",1,2000
"SWE","Women",4,2000
"SWZ","Women",1,2000
"SYR","Women",1,2000
"TAN","Women",1,2000
"TCH","Women",0,2000
"TGA","Women",1,2000
"THA","Women",4,2000
"TJK","Women",1,2000
"TKM","Women",1,2000
"TLS","Women",0,2000
"TOG","Women",1,2000
"TPE","Women",1,2000
"TTO","Women",3,2000
"TUN","Women",3,2000
"TUR","Women",4,2000
"TUV","Women",0,2000
"UAE","Women",0,2000
"UGA","Women",1,2000
"UKR","Women",27,2000
"URS","Women",0,2000
"URU","Women",2,2000
"USA","Women",51,2000
"UZB","Women",9,2000
"VAN","Women",1,2000
"VEN","Women",0,2000
"VIE","Women",1,2000
"VIN","Women",1,2000
"YAR","Women",0,2000
"YEM","Women",1,2000
"YUG","Women",9,2000
"ZAI","Women",0,2000
"ZAM","Women",1,2000
"ZIM","Women",2,2000
"AFG","Men",1,2004
"AHO","Men",2,2004
"ALB","Men",1,2004
"ALG","Men",16,2004
"AND","Men",1,2004
"ANG","Men",1,2004
"ANT","Men",2,2004
"ARG","Men",3,2004
"ARM","Men",1,2004
"ARU","Men",1,2004
"ASA","Men",1,2004
"AUS","Men",25,2004
"AUT","Men",4,2004
"AZE","Men",3,2004
"BAH","Men",8,2004
"BAN","Men",1,2004
"BAR","Men",2,2004
"BDI","Men",4,2004
"BEL","Men",4,2004
"BEN","Men",1,2004
"BER","Men",1,2004
"BIH","Men",1,2004
"BIR","Men",0,2004
"BIZ","Men",1,2004
"BLR","Men",19,2004
"BOL","Men",1,2004
"BOT","Men",8,2004
"BRA","Men",19,2004
"BRN","Men",4,2004
"BRU","Men",1,2004
"BUL","Men",7,2004
"BUR","Men",2,2004
"CAF","Men",1,2004
"CAM","Men",1,2004
"CAN","Men",11,2004
"CAY","Men",1,2004
"CGO","Men",0,2004
"CHA","Men",0,2004
"CHI","Men",1,2004
"CHN","Men",20,2004
"CIV","Men",1,2004
"CMR","Men",1,2004
"COD","Men",1,2004
"COK","Men",1,2004
"COL","Men",4,2004
"COM","Men",1,2004
"CPV","Men",1,2004
"CRC","Men",0,2004
"CRO","Men",8,2004
"CUB","Men",14,2004
"CUR","Men",0,2004
"CYP","Men",3,2004
"CZE","Men",20,2004
"DEN","Men",3,2004
"DJI","Men",0,2004
"DMA","Men",1,2004
"DOM","Men",3,2004
"ECU","Men",7,2004
"EGY","Men",1,2004
"ERI","Men",3,2004
"ESA","Men",1,2004
"ESP","Men",33,2004
"EST","Men",11,2004
"ETH","Men",12,2004
"EUN","Men",0,2004
"FIJ","Men",1,2004
"FIN","Men",14,2004
"FRA","Men",33,2004
"FRG","Men",0,2004
"FSM","Men",1,2004
"GAB","Men",1,2004
"GAM","Men",1,2004
"GBR","Men",30,2004
"GBS","Men",1,2004
"GDR","Men",0,2004
"GEO","Men",1,2004
"GEQ","Men",1,2004
"GER","Men",35,2004
"GHA","Men",7,2004
"GRE","Men",19,2004
"GRN","Men",2,2004
"GUA","Men",4,2004
"GUI","Men",1,2004
"GUM","Men",1,2004
"GUY","Men",0,2004
"HAI","Men",3,2004
"HKG","Men",1,2004
"HON","Men",1,2004
"HUN","Men",20,2004
"ICP","Men",0,2004
"INA","Men",1,2004
"IND","Men",4,2004
"IOA","Men",0,2004
"IRI","Men",2,2004
"IRL","Men",6,2004
"IRQ","Men",1,2004
"ISL","Men",1,2004
"ISR","Men",3,2004
"ISV","Men",1,2004
"ITA","Men",21,2004
"IVB","Men",1,2004
"JAM","Men",21,2004
"JOR","Men",1,2004
"JPN","Men",25,2004
"KAZ","Men",9,2004
"KEN","Men",20,2004
"KGZ","Men",1,2004
"KIR","Men",1,2004
"KOR","Men",12,2004
"KSA","Men",7,2004
"KUW","Men",4,2004
"LAN","Men",0,2004
"LAO","Men",1,2004
"LAT","Men",8,2004
"LBA","Men",1,2004
"LBR","Men",1,2004
"LCA","Men",1,2004
"LES","Men",1,2004
"LIB","Men",1,2004
"LIE","Men",0,2004
"LTU","Men",5,2004
"LUX","Men",1,2004
"MAD","Men",1,2004
"MAR","Men",16,2004
"MAS","Men",1,2004
"MAW","Men",1,2004
"MDA","Men",7,2004
"MDV","Men",1,2004
"MEX","Men",15,2004
"MGL","Men",1,2004
"MHL","Men",0,2004
"MKD","Men",1,2004
"MLI","Men",1,2004
"MLT","Men",1,2004
"MNE","Men",0,2004
"MON","Men",1,2004
"MOZ","Men",1,2004
"MRI","Men",3,2004
"MTN","Men",1,2004
"MYA","Men",0,2004
"NAM","Men",2,2004
"NCA","Men",1,2004
"NED","Men",13,2004
"NEP","Men",1,2004
"NGR","Men",8,2004
"NIG","Men",1,2004
"NOR","Men",6,2004
"NZL","Men",8,2004
"OMA","Men",1,2004
"PAK","Men",1,2004
"PAN","Men",2,2004
"PAR","Men",1,2004
"PER","Men",1,2004
"PHI","Men",1,2004
"PLE","Men",1,2004
"PLW","Men",1,2004
"PNG","Men",1,2004
"POL","Men",22,2004
"POR","Men",14,2004
"PRK","Men",1,2004
"PRY","Men",0,2004
"PUR","Men",2,2004
"QAT","Men",10,2004
"ROU","Men",4,2004
"RSA","Men",23,2004
"RUS","Men",53,2004
"RWA","Men",2,2004
"SAM","Men",1,2004
"SCG","Men",5,2004
"SEN","Men",3,2004
"SEY","Men",1,2004
"SIN","Men",1,2004
"SKN","Men",1,2004
"SLE","Men",1,2004
"SLO","Men",13,2004
"SMR","Men",1,2004
"SOL","Men",1,2004
"SOM","Men",1,2004
"SRB","Men",0,2004
"SRI","Men",3,2004
"SSD","Men",0,2004
"STP","Men",1,2004
"SUD","Men",3,2004
"SUI","Men",5,2004
"SUR","Men",1,2004
"SVK","Men",10,2004
"SWE","Men",8,2004
"SWZ","Men",1,2004
"SYR","Men",1,2004
"TAN","Men",6,2004
"TCH","Men",0,2004
"TGA","Men",1,2004
"THA","Men",0,2004
"TJK","Men",1,2004
"TKM","Men",1,2004
"TLS","Men",1,2004
"TOG","Men",1,2004
"TPE","Men",1,2004
"TTO","Men",7,2004
"TUN","Men",2,2004
"TUR","Men",4,2004
"TUV","Men",0,2004
"UAE","Men",1,2004
"UGA","Men",3,2004
"UKR","Men",21,2004
"URS","Men",0,2004
"URU","Men",2,2004
"USA","Men",62,2004
"UZB","Men",4,2004
"VAN","Men",1,2004
"VEN","Men",5,2004
"VIE","Men",1,2004
"VIN","Men",1,2004
"YAR","Men",0,2004
"YEM","Men",1,2004
"YUG","Men",0,2004
"ZAI","Men",0,2004
"ZAM","Men",1,2004
"ZIM","Men",5,2004
"AFG","Women",1,2004
"AHO","Women",0,2004
"ALB","Women",1,2004
"ALG","Women",4,2004
"AND","Women",1,2004
"ANG","Women",0,2004
"ANT","Women",1,2004
"ARG","Women",5,2004
"ARM","Women",1,2004
"ARU","Women",0,2004
"ASA","Women",1,2004
"AUS","Women",17,2004
"AUT","Women",2,2004
"AZE","Women",1,2004
"BAH","Women",8,2004
"BAN","Women",0,2004
"BAR","Women",1,2004
"BDI","Women",1,2004
"BEL","Women",5,2004
"BEN","Women",1,2004
"BER","Women",0,2004
"BIH","Women",1,2004
"BIR","Women",0,2004
"BIZ","Women",1,2004
"BLR","Women",22,2004
"BOL","Women",1,2004
"BOT","Women",1,2004
"BRA","Women",15,2004
"BRN","Women",2,2004
"BRU","Women",0,2004
"BUL","Women",12,2004
"BUR","Women",1,2004
"CAF","Women",1,2004
"CAM","Women",1,2004
"CAN","Women",10,2004
"CAY","Women",1,2004
"CGO","Women",1,2004
"CHA","Women",1,2004
"CHI","Women",2,2004
"CHN","Women",32,2004
"CIV","Women",1,2004
"CMR","Women",6,2004
"COD","Women",1,2004
"COK","Women",1,2004
"COL","Women",7,2004
"COM","Women",1,2004
"CPV","Women",0,2004
"CRC","Women",0,2004
"CRO","Women",4,2004
"CUB","Women",19,2004
"CUR","Women",0,2004
"CYP","Women",4,2004
"CZE","Women",16,2004
"DEN","Women",2,2004
"DJI","Women",0,2004
"DMA","Women",1,2004
"DOM","Women",2,2004
"ECU","Women",1,2004
"EGY","Women",1,2004
"ERI","Women",1,2004
"ESA","Women",1,2004
"ESP","Women",23,2004
"EST","Women",4,2004
"ETH","Women",12,2004
"EUN","Women",0,2004
"FIJ","Women",1,2004
"FIN","Women",9,2004
"FRA","Women",22,2004
"FRG","Women",0,2004
"FSM","Women",1,2004
"GAB","Women",1,2004
"GAM","Women",1,2004
"GBR","Women",24,2004
"GBS","Women",1,2004
"GDR","Women",0,2004
"GEO","Women",2,2004
"GEQ","Women",1,2004
"GER","Women",36,2004
"GHA","Women",3,2004
"GRE","Women",37,2004
"GRN","Women",1,2004
"GUA","Women",1,2004
"GUI","Women",0,2004
"GUM","Women",1,2004
"GUY","Women",2,2004
"HAI","Women",1,2004
"HKG","Women",0,2004
"HON","Women",0,2004
"HUN","Women",15,2004
"ICP","Women",0,2004
"INA","Women",1,2004
"IND","Women",13,2004
"IOA","Women",0,2004
"IRI","Women",0,2004
"IRL","Women",5,2004
"IRQ","Women",1,2004
"ISL","Women",1,2004
"ISR","Women",2,2004
"ISV","Women",1,2004
"ITA","Women",14,2004
"IVB","Women",0,2004
"JAM","Women",20,2004
"JOR","Women",1,2004
"JPN","Women",13,2004
"KAZ","Women",12,2004
"KEN","Women",11,2004
"KGZ","Women",6,2004
"KIR","Women",1,2004
"KOR","Women",6,2004
"KSA","Women",0,2004
"KUW","Women",1,2004
"LAN","Women",0,2004
"LAO","Women",1,2004
"LAT","Women",7,2004
"LBA","Women",1,2004
"LBR","Women",1,2004
"LCA","Women",0,2004
"LES","Women",1,2004
"LIB","Women",1,2004
"LIE","Women",0,2004
"LTU","Women",7,2004
"LUX","Women",0,2004
"MAD","Women",2,2004
"MAR","Women",6,2004
"MAS","Women",1,2004
"MAW","Women",1,2004
"MDA","Women",5,2004
"MDV","Women",1,2004
"MEX","Women",12,2004
"MGL","Women",1,2004
"MHL","Women",0,2004
"MKD","Women",1,2004
"MLI","Women",1,2004
"MLT","Women",1,2004
"MNE","Women",0,2004
"MON","Women",0,2004
"MOZ","Women",1,2004
"MRI","Women",1,2004
"MTN","Women",1,2004
"MYA","Women",0,2004
"NAM","Women",1,2004
"NCA","Women",1,2004
"NED","Women",7,2004
"NEP","Women",1,2004
"NGR","Women",9,2004
"NIG","Women",1,2004
"NOR","Women",3,2004
"NZL","Women",5,2004
"OMA","Women",0,2004
"PAK","Women",1,2004
"PAN","Women",0,2004
"PAR","Women",1,2004
"PER","Women",1,2004
"PHI","Women",1,2004
"PLE","Women",1,2004
"PLW","Women",1,2004
"PNG","Women",1,2004
"POL","Women",23,2004
"POR","Women",12,2004
"PRK","Women",3,2004
"PRY","Women",0,2004
"PUR","Women",1,2004
"QAT","Women",0,2004
"ROU","Women",22,2004
"RSA","Women",9,2004
"RUS","Women",62,2004
"RWA","Women",1,2004
"SAM","Women",1,2004
"SCG","Women",2,2004
"SEN","Women",6,2004
"SEY","Women",1,2004
"SIN","Women",1,2004
"SKN","Women",1,2004
"SLE","Women",1,2004
"SLO","Women",6,2004
"SMR","Women",0,2004
"SOL","Women",1,2004
"SOM","Women",1,2004
"SRB","Women",0,2004
"SRI","Women",1,2004
"SSD","Women",0,2004
"STP","Women",1,2004
"SUD","Women",1,2004
"SUI","Women",4,2004
"SUR","Women",1,2004
"SVK","Women",2,2004
"SWE","Women",4,2004
"SWZ","Women",1,2004
"SYR","Women",1,2004
"TAN","Women",2,2004
"TCH","Women",0,2004
"TGA","Women",1,2004
"THA","Women",3,2004
"TJK","Women",1,2004
"TKM","Women",1,2004
"TLS","Women",1,2004
"TOG","Women",1,2004
"TPE","Women",1,2004
"TTO","Women",7,2004
"TUN","Women",1,2004
"TUR","Women",9,2004
"TUV","Women",0,2004
"UAE","Women",0,2004
"UGA","Women",1,2004
"UKR","Women",29,2004
"URS","Women",0,2004
"URU","Women",1,2004
"USA","Women",54,2004
"UZB","Women",6,2004
"VAN","Women",1,2004
"VEN","Women",0,2004
"VIE","Women",1,2004
"VIN","Women",1,2004
"YAR","Women",0,2004
"YEM","Women",0,2004
"YUG","Women",0,2004
"ZAI","Women",0,2004
"ZAM","Women",1,2004
"ZIM","Women",1,2004
"AFG","Men",1,2008
